s_date,isin,rate
2015년 6월 29일, 비츠로셀 (082920),1.05:1
, 엠씨넥스 (097520),1.5:1
, 포시에스 (189690),1.05:1
2015년 6월 26일, DGP (060900),1:08
, Human N (032860),1:04
, 어반리튬 (073570),1:2.5
2015년 6월 25일, 유니켐 (011330),1:02
, 제일제강 (023440),1.147:1
2015년 6월 24일, 컴투스 (078340),1.023:1
2015년 6월 23일, 이트론 (096040),1.165:1
2015년 6월 22일, 이수앱지스 (086890),1.067:1
2015년 6월 19일, 콘텐트리중앙 (036420),1.096:1
2015년 6월 17일, 팬오션 (028670),1:1.25
2015년 6월 16일, 휴메딕스 (200670),1.022:1
2015년 6월 9일, 국일제지 (078130),10:01
, 현대엘리베이 (017800),1.072:1
2015년 6월 5일, 에스엠코어 (007820),2:01
2015년 5월 29일, SU Holdings (031860),5:01
2015년 5월 26일, 신원종합개발 (017000),1:10
2015년 5월 22일, 남성 (004270),10:01
, 탑코미디어 (134580),1.5:1
, 한국특강 (007280),10:01
2015년 5월 19일, 듀오백 (073190),2:01
, 스킨앤스킨 (159910),5:01
2015년 5월 18일, 태양금속 (004100),10:01
, 태양금속우 (004105),10:01
2015년 5월 15일, 범양건영 (002410),1.077:1
2015년 5월 13일, 인터지스 (129260),2:01
, 태경비케이 (014580),10:01
2015년 5월 11일, 오리엔트바이오 (002630),1.118:1
2015년 5월 8일, 아모레G (002790),10:01
, 아모레G우 (002795),10:01
, 아모레퍼시픽 (090430),10:01
, 아모레퍼시픽우 (090435),10:01
2015년 5월 7일, 오리엔탈정공 (014940),1:05
2015년 5월 6일, 우리산업 (072470),1:2.4
, 이스트소프트 (047560),2:01
2015년 5월 4일, 메가스터디 (072870),1:1.58
, 포스코퓨처엠 (003670),10:01
2015년 4월 29일, 국일제지 (078130),10:01
, 남성 (004270),10:01
, 듀오백 (073190),2:01
, 스킨앤스킨 (159910),5:01
, 신원종합개발 (017000),1:10
, 알엔투테크놀로지 (148250),2:01
, 태양금속 (004100),10:01
, 태양금속우 (004105),10:01
, 한국특강 (007280),10:01
2015년 4월 24일, 롯데손해보험 (000400),1.19:1
2015년 4월 23일, 인터지스 (129260),2:01
, 한국전자홀딩스 (006200),1.3:1
, 현대공업 (170030),1.5:1
2015년 4월 22일, 아모레G (002790),10:01
, 아모레G우 (002795),10:01
, 아모레퍼시픽 (090430),10:01
, 아모레퍼시픽우 (090435),10:01
, 오리엔탈정공 (014940),1:05
, 태경비케이 (014580),10:01
2015년 4월 21일, 백광산업 (001340),1.132:1
2015년 4월 17일, 모나미 (005360),1.099:1
2015년 4월 16일, 포스코퓨처엠 (003670),10:01
2015년 4월 10일, 비에이치아이 (083650),2.019:1
2015년 4월 8일, 글로벌에스엠 (900070),1.15:1
2015년 4월 6일, 코이즈 (121850),1.5:1
2015년 4월 3일, 골프존뉴딘홀딩스 (121440),1:1.21
2015년 3월 30일, STX엔진 (077970),1:08
, STX중공업 (071970),1:08
, 에스엠코어 (007820),1.05:1
2015년 3월 20일, 남광토건 (001260),1:08
2015년 3월 19일, 에프엔씨엔터 (173940),2:01
2015년 3월 18일, 마크로젠 (038290),1.5:1
2015년 3월 13일, STX엔진 (077970),1:08
, STX중공업 (071970),1:08
2015년 3월 12일, KH바텍 (060720),1.258:1
2015년 3월 4일, KG스틸 (016380),1:04
2015년 3월 2일, 대원제약 (003220),1.05:1
2015년 2월 25일, 영풍제지 (006740),10:01
2015년 2월 24일, 모베이스 (101330),1.201:1
, 제일테크노스 (038010),10:01
2015년 2월 17일, YG PLUS (037270),2:01
, 대한전선 (001440),1:05
, 상보 (027580),1.508:1
, 유니퀘스트 (077500),2:01
2015년 2월 16일, 알에프텍 (061040),1.041:1
2015년 2월 12일, 진원생명과학 (011000),1:05
2015년 2월 9일, NHN (181710),1.034:1
, 영풍제지 (006740),10:01
, 휴림네트웍스 (192410),1.5:1
2015년 2월 6일, KG스틸 (016380),1:04
, 덕산하이메탈 (077360),1:1.69
2015년 2월 5일, 대한항공 (003490),1.053:1
, 대한항공우 (003495),1.053:1
, 제일테크노스 (038010),10:01
2015년 1월 30일, YG PLUS (037270),2:01
, 라이온켐텍 (171120),1.5:1
2015년 1월 29일, 세하 (027970),1:05
2015년 1월 28일, 대한전선 (001440),1:05
2015년 1월 26일, HMM (011200),1.062:1
, 한솔홀딩스 (004150),1:1.61
2015년 1월 19일, 남광토건 (001260),1:08
2015년 1월 16일, 진원생명과학 (011000),1:05
2015년 1월 15일, 디와이 (013570),1:1.54
2015년 1월 14일, 에쎈테크 (043340),2:01
2015년 1월 12일, STX (011810),1:09
, 세하 (027970),1:05
2015년 1월 9일, 엠젠솔루션 (032790),1:05
2015년 1월 8일, 대성산업 (128820),1:3.25
2015년 1월 5일, 와이오엠 (066430),1:02
2014년 12월 29일, DI동일 (001530),1.025:1
, DRB동일 (004840),1.03:1
, JW Pharmaceutical (001067),1.05:1
, JW Pharmaceutical (001065),1.05:1
, JW신약 (067290),1.03:1
, JW중외제약 (001060),1.05:1
, JW홀딩스 (096760),1.05:1
, NHN한국사이버결제 (060250),1.07:1
, SK가스 (018670),1.01:1
, SNT홀딩스 (036530),1.03:1
, SUN&L (002820),1.015:1
, TCC스틸 (002710),1.057:1
, 고려제강 (002240),1.2:1
, 국제약품 (002720),1.05:1
, 대한과학 (131220),1.07:1
, 동아엘텍 (088130),1.05:1
, 동일고무벨트 (163560),1.034:1
, 동일기연 (032960),1.05:1
, 라이온켐텍 (171120),1.02:1
, 명문제약 (017180),1.035:1
, 무학 (033920),1.022:1
, 보령 (003850),1.05:1
, 보령메디앙스 (014100),1.019:1
, 부광약품 (003000),1.1:1
, 부산주공 (005030),1.07:1
, 서린바이오 (038070),1.058:1
, 서부T&D (006730),1.1:1
, 성우테크론 (045300),1.05:1
, 셀트리온 (068270),1.05:1
, 셀트리온제약 (068760),1.05:1
, 신풍우 (019175),1.04:1
, 신풍제약 (019170),1.04:1
, 안국약품 (001540),1.01:1
, 에이블씨엔씨 (078520),1.1:1
, 엘오티베큠 (083310),1.03:1
, 와이솔 (122990),1.05:1
, 와토스코리아 (079000),1.096:1
, 유진테크 (084370),1.03:1
, 이스트아시아홀딩스 (900110),1.1:1
, 제닉 (123330),1.051:1
, 제우스 (079370),1.1:1
, 제이준코스메틱 (025620),1:3.03
, 초록뱀이앤엠 (131100),1.5:1
, 켐트로닉스 (089010),1.05:1
, 코맥스 (036690),1.02:1
, 태광 (023160),1.03:1
, 투비소프트 (079970),1.03:1
, 한미사이언스 (008930),1.05:1
, 한미약품 (128940),1.05:1
2014년 12월 24일, 유수홀딩스 (000700),2:01
2014년 12월 22일, 대한제당 (001790),1.2:1
, 대한제당우 (001795),1.2:1
, 코나아이 (052400),1.3:1
2014년 12월 19일, STX (011810),1:09
, 엠젠솔루션 (032790),1:05
2014년 12월 17일, 와이오엠 (066430),1:02
2014년 12월 16일, 씨젠 (096530),1.5:1
2014년 12월 12일, 대성산업 (128820),1:07
, 에쎈테크 (043340),2:01
, 이화전기 (024810),1.084:1
2014년 12월 9일, 제이준코스메틱 (025620),1:3.03
, 팜젠사이언스 (004720),1:10
2014년 12월 8일, ISC (095340),1.35:1
, 빛샘전자 (072950),1.209:1
2014년 12월 4일, 유수홀딩스 (000700),2:01
2014년 11월 28일, DGB금융지주 (139130),1.062:1
2014년 11월 17일, 팜젠사이언스 (004720),1:10
2014년 11월 13일, 에스티큐브 (052020),1.192:1
2014년 11월 7일, DSNL (141020),2:01
, 케이프 (064820),2:01
2014년 11월 5일, 위지트 (036090),1.129:1
2014년 11월 4일, 신일전자 (002700),1.088:1
2014년 11월 3일, 에스티오 (098660),1.5:1
2014년 10월 24일, KX HiTech (052900),1.395:1
, 한솔테크닉스 (004710),1.104:1
2014년 10월 23일, 덕양산업 (024900),10:01
2014년 10월 22일, 브레인콘텐츠 (066980),1.149:1
2014년 10월 17일, 삼진엘앤디 (054090),1.038:1
2014년 10월 13일, 비츠로시스 (054220),1.25:1
2014년 10월 7일, 우진비앤지 (018620),2:01
2014년 10월 6일, HL Holdings (060980),1:2.09
, 덕양산업 (024900),10:01
, 엘앤케이바이오 (156100),1.5:1
2014년 9월 29일, 비츠로시스 (054220),1.112:1
, 솔루에타 (154040),2:01
, 엠에스오토텍 (123040),1.217:1
2014년 9월 25일, 바이오톡스텍 (086040),1.076:1
, 백금T&A (046310),1.173:1
2014년 9월 24일, 미래산업 (025560),1.078:1
2014년 9월 22일, 이글벳 (044960),1.135:1
2014년 9월 18일, 웅진씽크빅 (095720),1.019:1
, 제룡전기 (033100),1.101:1
2014년 9월 4일, 월덱스 (101160),1.334:1
2014년 8월 29일, 진원생명과학 (011000),1.09:1
2014년 8월 28일, 자연과환경 (043910),1:10
2014년 8월 22일, 아미코젠 (092040),2:01
2014년 8월 12일, 삼기 (122350),2:01
2014년 8월 11일, 메리츠금융지주 (138040),1.055:1
, 유진투자증권 (001200),1.133:1
2014년 8월 8일, 서연 (007860),1:3.18
2014년 8월 1일, 내츄럴엔도텍 (168330),1.8:1
, 자연과환경 (043910),1:10
2014년 7월 28일, JB금융지주 (175330),1.03:1
2014년 7월 15일, 파루 (043200),1.5:1
2014년 7월 7일, AK 홀딩스 (006840),1.044:1
2014년 7월 4일, 플레이위드 (023770),1:05
2014년 7월 2일, HJ중공업 (097230),1.118:1
2014년 7월 1일, 주성엔지니어링 (036930),1.051:1
2014년 6월 30일, 네오리진 (094860),1.078:1
2014년 6월 27일, 이화공영 (001840),1.2:1
2014년 6월 26일, 엔케이 (085310),1.073:1
, 지엔씨에너지 (119850),1.3:1
2014년 6월 24일, 오리엔트정공 (065500),1.123:1
2014년 6월 20일, 동양 (001520),1:10
, 동양2우B (001527),1:10
, 동양우 (001525),1:10
, 소프트센 (032680),1.173:1
, 소프트센 (032685),1.173:1
, 유수홀딩스 (000700),1:3.36
2014년 6월 19일, 에이티넘인베스트 (021080),1.043:1
, 플레이위드 (023770),1:05
2014년 6월 3일, 비케이탑스 (030790),1:04
2014년 6월 2일, 차바이오텍 (085660),1:1.38
2014년 5월 28일, BNK금융지주 (138930),1.044:1
, 유니켐 (011330),1:05
2014년 5월 27일, 파루 (043200),1.237:1
2014년 5월 26일, 서울리거 (043710),1:05
2014년 5월 23일, 코오롱글로벌 (003070),1:05
, 코오롱글로벌우 (003075),1:05
2014년 5월 22일, 엘앤에프 (066970),1.15:1
2014년 5월 19일, 에코바이오 (038870),1:05
2014년 5월 16일, 동국홀딩스 (001230),1.152:1
, 삼일기업공사 (002290),10:01
, 현대시멘트 (006390),1:05
2014년 5월 15일, 유진기업 (023410),1:1.03
2014년 5월 14일, 이화공영 (001840),1.043:1
2014년 5월 13일, KCTC (009070),10:01
, 성우하이텍 (015750),1.2:1
, 오디텍 (080520),1.3:1
2014년 5월 12일, KCC건설 (021320),1.901:1
, KD건설 (044180),1.451:1
, 우리종금 (010050),1:01
2014년 5월 7일, 에프알텍 (073540),2:01
2014년 5월 2일, 와이지엔터테인먼트 (122870),1.3:1
2014년 4월 30일, 삼표시멘트 (038500),1:1.25
, 서울리거 (043710),1:05
, 써니전자 (004770),1.13:1
2014년 4월 29일, 에코바이오 (038870),1:05
, 유니켐 (011330),1:05
2014년 4월 28일, 삼일기업공사 (002290),10:01
2014년 4월 23일, GS건설 (006360),1.081:1
, 코오롱글로벌 (003070),1:05
, 코오롱글로벌우 (003075),1:05
, 현대시멘트 (006390),1:05
2014년 4월 22일, 이트론 (096040),1.356:1
2014년 4월 21일, 비케이탑스 (030790),1:02
2014년 4월 18일, KCTC (009070),10:01
2014년 4월 16일, SFA반도체 (036540),1.121:1
, 블루콤 (033560),2:01
2014년 4월 10일, 엘앤에프 (066970),1.044:1
, 진매트릭스 (109820),2:01
2014년 4월 7일, 코스맥스 (044820),1:2.96
2014년 3월 31일, 이글루시큐리티 (067920),1.21:1
2014년 3월 27일, STX (011810),1:05
, 고영 (098460),1.5:1
2014년 3월 24일, 동양 (001520),1:05
, 동양2우B (001527),1:05
, 동양우 (001525),1:05
, 보해양조 (000890),1.035:1
2014년 3월 21일, 삼표시멘트 (038500),1:1.25
2014년 3월 20일, 대원산업 (005710),1.1:1
2014년 3월 19일, 비케이탑스 (030790),1:02
2014년 3월 17일, 한독 (002390),1.011:1
2014년 3월 11일, 더메디팜 (118000),1:10
2014년 3월 10일, STX (011810),1:05
2014년 3월 5일, 아이티센 (124500),1.3:1
2014년 3월 4일, 세동 (053060),2.2:1
, 와이지엔터테인먼트 (122870),1.028:1
2014년 3월 3일, 에스엠코어 (007820),1.05:1
, 제일제강 (023440),1.089:1
2014년 2월 20일, 골드앤에스 (035290),1:07
2014년 2월 13일, 더메디팜 (118000),1:10
, 오성첨단소재 (052420),1:05
2014년 2월 11일, 일신바이오 (068330),5:01
2014년 2월 10일, 한미약품 (128940),1.05:1
, 홈센타홀딩스 (060560),1.104:1
2014년 2월 6일, 에코바이오 (038870),2:01
2014년 2월 5일, 테라사이언스 (073640),1.5:1
2014년 2월 4일, 스맥 (099440),1.127:1
2014년 1월 28일, 대원제약 (003220),1.05:1
2014년 1월 24일, 일신바이오 (068330),5:01
, 팬오션 (028670),1:20
2014년 1월 23일, 오성첨단소재 (052420),1:05
2014년 1월 21일, 범양건영 (002410),1:36.68
2014년 1월 20일, 상상인증권 (001290),1:1.47
, 유나이티드제약 (033270),1.02:1
2014년 1월 16일, 현대엘리베이 (017800),1.108:1
2014년 1월 15일, 내츄럴엔도텍 (168330),2:01
, 이엠코리아 (095190),1.3:1
2014년 1월 13일, 초록뱀이앤엠 (131100),1.069:1
2014년 1월 10일, DL건설 (001880),1:02
2014년 1월 6일, 바이온 (032980),1:03
2014년 1월 2일, 경남제약 (053950),1:05
2013년 12월 30일, 경방 (000050),1.1:1
2013년 12월 27일, DRB동일 (004840),1.033:1
, ISC (095340),1.01:1
, JW Pharmaceutical (001067),1.05:1
, JW Pharmaceutical (001065),1.05:1
, JW신약 (067290),1.03:1
, JW중외제약 (001060),1.05:1
, JW홀딩스 (096760),1.05:1
, NHN한국사이버결제 (060250),1.05:1
, SBW생명과학 (151910),1.05:1
, SK가스 (018670),1.01:1
, SUN&L (002820),1.015:1
, TCC스틸 (002710),1.06:1
, 경방 (000050),1.1:1
, 국제약품 (002720),1.03:1
, 동아엘텍 (088130),1.05:1
, 동일고무벨트 (163560),1.036:1
, 동일기연 (032960),1.05:1
, 링네트 (042500),1.01:1
, 명문제약 (017180),1.03:1
, 모베이스 (101330),1.2:1
, 무학 (033920),1.019:1
, 보령 (003850),1.05:1
, 보령메디앙스 (014100),1.019:1
, 부광약품 (003000),1.05:1
, 서린바이오 (038070),1.04:1
, 서부T&D (006730),1.1:1
, 성우테크론 (045300),1.05:1
, 셀트리온 (068270),1.03:1
, 신풍우 (019175),1.04:1
, 신풍제약 (019170),1.04:1
, 안국약품 (001540),1.01:1
, 에스맥 (097780),1.05:1
, 에이블씨엔씨 (078520),1.1:1
, 엘브이엠씨 (900140),1.06:1
, 엘오티베큠 (083310),1.02:1
, 와이솔 (122990),1.05:1
, 와토스코리아 (079000),1.143:1
, 우진비앤지 (018620),1.108:1
, 유진테크 (084370),1.03:1
, 이스트아시아홀딩스 (900110),1.1:1
, 제닉 (123330),1.093:1
, 제이준코스메틱 (025620),1:05
, 켐트로닉스 (089010),1.05:1
, 코리안리 (003690),1.02:1
, 코오롱생명과학 (102940),1.2:1
, 태광 (023160),1.03:1
, 태원물산 (001420),1.049:1
, 한미사이언스 (008930),1.05:1
2013년 12월 24일, 팬오션 (028670),1:10
2013년 12월 23일, THE MIDONG (161570),3:01
2013년 12월 20일, DL건설 (001880),1:02
, 바이온 (032980),1:03
2013년 12월 18일, HLB테라퓨틱스 (115450),1.257:1
2013년 12월 16일, 한미약품 (128940),1.025:1
2013년 12월 13일, 경남제약 (053950),1:05
2013년 12월 10일, 미래산업 (025560),1.052:1
2013년 12월 9일, 범양건영 (002410),1:14
2013년 12월 6일, 종근당 (001630),1:3.58
2013년 12월 5일, 제이준코스메틱 (025620),1:05
2013년 12월 4일, 삼정펄프 (009770),1.25:1
2013년 12월 3일, Smart Solutions (136510),1.5:1
2013년 11월 28일, JB금융지주 (175330),1.074:1
2013년 11월 27일, 동서 (026960),1.69:1
2013년 11월 25일, CNT85 (056730),1.057:1
2013년 11월 22일, 엘컴텍 (037950),1:42.02
2013년 11월 18일, 태평양물산 (007980),1.162:1
2013년 11월 15일, DH오토웨어 (025440),1:1.27
, 포스코 ICT (022100),1.023:1
2013년 11월 8일, 상상인인더스트리 (101000),1.094:1
2013년 11월 6일, Kespion (079190),1.3:1
, 동화기업 (025900),1:1.31
, 아세아 (002030),1:3.28
2013년 11월 5일, 종근당 (001630),1:3.58
2013년 11월 1일, 케이피엠테크 (042040),1:03
2013년 10월 31일, 애머릿지 (900100),1.5:1
2013년 10월 18일, 메이슨캐피탈 (021880),1:3.3
2013년 10월 17일, 케이피엠테크 (042040),1:03
2013년 10월 16일, 아리온 (058220),1.5:1
, 안국약품 (001540),1.018:1
2013년 10월 10일, 한화손해보험 (000370),1.04:1
2013년 10월 8일, 인트론바이오 (048530),1.3:1
2013년 9월 25일, 하이비젼시스템 (126700),2.026:1
2013년 9월 24일, 브레인콘텐츠 (066980),1.101:1
, 태평양물산 (007980),1.088:1
2013년 9월 23일, HMM (011200),1.032:1
, 메이슨캐피탈 (021880),1:3.3
2013년 9월 16일, KEC (092220),1.629:1
, 대한항공 (003490),1:1.24
, 대한항공우 (003495),1:1.24
2013년 9월 13일, Kespion (079190),1.033:1
2013년 9월 10일, ITX엠투엠 (099520),1.3:1
2013년 9월 5일, 한국가스공사 (036460),1.034:1
2013년 9월 4일, 이트론 (096040),2.5:1
, 인터플렉스 (051370),1.031:1
2013년 8월 29일, NAVER (035420),1:1.46
, 이녹스 (088390),1.2:1
2013년 8월 26일, 엘컴텍 (037950),1:02
2013년 8월 21일, 비나텍 (126340),10:01
2013년 8월 20일, 피씨디렉트 (051380),1.187:1
2013년 8월 19일, 이트론 (096040),2.5:1
2013년 8월 16일, 하이비젼시스템 (126700),1:05
2013년 8월 14일, 한세엠케이 (069640),1.513:1
2013년 8월 13일, Human N (032860),1.218:1
2013년 8월 1일, KEC (092220),1:10
2013년 7월 30일, KD건설 (044180),1:03
2013년 7월 29일, 큐로컴 (040350),1.036:1
2013년 7월 26일, 글로본 (019660),1:10
2013년 7월 19일, 골프존뉴딘홀딩스 (121440),3:01
2013년 7월 18일, ITX엠투엠 (099520),1.055:1
2013년 7월 16일, KEC (092220),1:10
2013년 7월 12일, 이녹스 (088390),1.023:1
, 현대바이오 (048410),1.075:1
2013년 7월 11일, KD건설 (044180),1:03
2013년 7월 10일, THE E&M (089230),1.148:1
2013년 7월 9일, 대성산업 (128820),1.5:1
, 파인디앤씨 (049120),1.148:1
2013년 7월 8일, 에이치엘비생명과학 (067630),1.41:1
2013년 7월 3일, 동방선기 (099410),1.212:1
2013년 7월 1일, 흥아해운 (003280),1.049:1
2013년 6월 28일, 비보존 헬스케어 (082800),1.041:1
2013년 6월 27일, SBW생명과학 (151910),1.15:1
2013년 6월 17일, 오리엔트바이오 (002630),1.052:1
2013년 6월 13일, 리노공업 (058470),1.9:1
2013년 6월 10일, 상상인증권 (001290),1:1.49
2013년 6월 7일, 녹십자 (006280),1.05:1
2013년 6월 4일, 브리지텍 (064480),1.4:1
, 우림피티에스 (101170),1.5:1
, 투비소프트 (079970),2:01
2013년 5월 29일, 셀바스AI (108860),1.079:1
2013년 5월 28일, 형지I&C (011080),1.266:1
2013년 5월 27일, 셀루메드 (049180),1:05
2013년 5월 22일, KT서브마린 (060370),5:01
, 태평양물산 (007980),10:01
2013년 5월 20일, NICE (034310),10:01
, 삼보판지 (023600),10:01
, 상상인증권 (001290),1.96:1
2013년 5월 15일, 고려산업 (002140),5:01
2013년 5월 14일, 대성산업 (128820),1.284:1
, 애머릿지 (900100),2:01
2013년 5월 10일, NICE평가정보 (030190),2:01
2013년 5월 9일, SBW생명과학 (151910),1.041:1
, 대명소노시즌 (007720),5:01
, 대한해운 (005880),1:15
2013년 5월 7일, 한세예스24홀딩스 (016450),1.26:1
2013년 5월 2일, 액토즈소프트 (052790),1.042:1
2013년 4월 30일, NICE (034310),10:01
, 셀루메드 (049180),1:05
, 에이프로젠 MED (007460),1:05
, 웅진 (016880),1:09
, 태평양물산 (007980),10:01
2013년 4월 29일, KT서브마린 (060370),5:01
2013년 4월 26일, 삼보판지 (023600),10:01
2013년 4월 25일, 고려산업 (002140),5:01
, 아이디스 (143160),3:01
2013년 4월 24일, NICE평가정보 (030190),2:01
2013년 4월 22일, 대명소노시즌 (007720),5:01
, 씨티씨바이오 (060590),1.1:1
2013년 4월 19일, 녹십자 (006280),1.017:1
, 우리종금 (010050),1:3.3
, 코리아써키트 (007810),1.074:1
2013년 4월 15일, 사람인에이치알 (143240),1.095:1
, 파트론 (091700),1.4:1
2013년 4월 10일, 제이스텍 (090470),1.5:1
, 진흥기업 (002780),1:03
, 진흥기업2우B (002787),1:03
, 진흥기업우B (002785),1:03
2013년 4월 8일, 동아쏘시오홀딩스 (000640),1:2.69
2013년 4월 5일, 와이솔 (122990),1.3:1
2013년 4월 4일, ES큐브 (050120),1.133:1
2013년 4월 3일, 이화전기 (024810),1.051:1
, 파인테크닉스 (106240),1.12:1
2013년 3월 29일, 진양산업 (003780),1.001:1
2013년 3월 28일, 금호건설 (002990),1:07
, 금호산업우 (002995),1:07
2013년 3월 27일, 대한해운 (005880),1:15
, 에이프로젠 MED (007460),1:05
2013년 3월 22일, 셀트리온 (068270),1:02
2013년 3월 21일, 진흥기업 (002780),1:03
2013년 3월 18일, 대원산업 (005710),1.15:1
, 웅진 (016880),1:03
2013년 3월 5일, 씨티씨바이오 (060590),1.022:1
2013년 3월 4일, 셀트리온 (068270),1:02
2013년 2월 28일, 금호건설 (002990),1:07
, 금호산업우 (002995),1:07
2013년 2월 27일, 알톤스포츠 (123750),1.3:1
, 웅진 (016880),1:05
2013년 2월 22일, 키이스트 (054780),5:01
2013년 2월 21일, 미원상사 (002840),1.02:1
2013년 2월 19일, 아이디스 (143160),1.036:1
2013년 2월 15일, 남광토건 (001260),1:40
2013년 2월 13일, 네오리진 (094860),1.128:1
2013년 2월 7일, 엠게임 (058630),1.042:1
, 키이스트 (054780),5:01
2013년 2월 1일, HJ중공업 (097230),1.086:1
, 도화엔지니어링 (002150),2:01
2013년 1월 31일, 대원제약 (003220),1.1:1
, 푸드웰 (005670),2:01
2013년 1월 30일, 에스엠코어 (007820),1.05:1
2013년 1월 28일, 동원시스템즈 (014820),1:10
, 동원시스템즈우 (014825),1:10
2013년 1월 16일, 씨젠 (096530),1.25:1
2013년 1월 14일, 남광토건 (001260),1:8.01
2013년 1월 11일, 광무 (029480),1:10
, 와이오엠 (066430),1:04
2013년 1월 10일, 이엔플러스 (074610),1:04
2013년 1월 7일, 대양금속 (009190),1:10.52
, 시티랩스 (139050),1.5:1